subjectNo,ACTIVE,PERCEPTUAL,MUSICAL,SINGING,EMOTIONS,GENERAL,classical,blues,country,dancElectronica,folk,rapHipHop,soulFunk,relgious,alternative,jazz,rock,pop,heavyMetal,SoundtracksThemeSongs,familyIncome,highestFather,highestMother,melodicTraning,melodicCourses,melodicPrivate,harmonicTraning,harmonicCourses,harmonicPrivate,sightsingTraning,sightsingCourses,sightsingPrivate,instrument,age,gender,meds,listMeds,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,beatScore,melodicScore,ravensScoreA,ravensScoreB,ravensScoreC,ravenAge,ravenSex,ravenHand,ravenHearing,ravenVision,V1,nsTotalScore,nsAttempted,nsTotalTime,symErrorTotal,symAccErrorTotal,symSpeedErorTotal,symSspanscore,symSspanTotal,symSspanPartialScore,symSspanPartialScoreBlock1,symSspanPartialScoreBlock2,symSspanPartialScoreBlock3,symSspanAbsoluteScore,symSymmetryCorrect,MathErrorTotal,OspanScore,OspanTotal,SpeedErrorTotal,AccErrorTotal,OspanPartialScore,OspanPartialBlock1,OspanPartialBlock2,OspanPartialBlock3,OspanAbsoluteScore,MathCorrect,tSpanPartialScore,tsMathErrorTotal,tspanPartialBlock1,tspanPartialBlock2,tspanPartialBlock3,tsAccErrorTotal,tsSpeedErrorTotal,tsAbsoluteScore,tsStrats
1058,51,48,13,35,33,79,4,6,7,5,4,7,7,5,7,7,7,7,4,4,5,4,2,1,1,1,1,1,1,1,1,1,voice,19,FEMALE,1,,5,4,6,6,5,7,7,5,6,5,6,4,6,6,5,6,3,7,5,1,3,1,1,1,1,5,6,5,6,4,7,2,4,5,7,4,6,7,,,8,6,2,19,female,right,No,Normal,58,8,15,3,2,2,0,,,22,7,6,9,7,46,5,,,0,5,49,11,18,20,24,73,35,4,14,9,12,4,0,10,{SHIFT}I{SPACE}tried{SPACE}to{SPACE}member{SPACE}if{SPACE}it{SPACE}was{SPACE}high{SPACE}or{SPACE}low{SPACE}when{SPACE}ever{.}{SPACE}{SHIFT}I{SPACE}also{SPACE}tried{SPACE}to{SPACE}remember{SPACE}the{SPACE}pattern{ENTER}
1300,42,43,36,30,33,87,6,4,2,4,5,6,6,3,4,6,5,4,2,5,8,5,5,1,1,1,1,1,1,1,1,1,piano,18,MALE,1,,6,2,6,6,2,5,6,6,3,4,6,2,6,5,6,6,5,3,6,5,7,5,3,7,3,5,6,4,4,3,5,3,6,6,6,4,5,6,12,8,9,10,9,18,male,right,No,Normal,59,11,15,5,1,1,0,,,40,13,14,13,35,47,3,,,0,3,74,25,24,25,68,78,63,13,23,20,20,4,9,38,assigning{SPACE}tones{SPACE}to{SPACE}my{SPACE}fingers{SPACE}and{SPACE}memorizing{SPACE}the{SPACE}tapping{SPACE}patterns{ENTER}
1301,58,63,47,47,42,123,7,6,5,3,7,5,7,4,6,6,6,6,5,5,1,6,4,2,5,1,2,5,1,2,5,1,piano,33,FEMALE,1,,7,7,7,7,6,7,6,7,4,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,16,10,10,9,12,33,female,right,No,Corrected to Normal,60,9,11,5,5,4,1,,,39,12,13,14,32,43,4,,,1,3,71,22,24,25,61,74,65,2,18,22,25,2,0,46,"{SHIFT}{SHIFT}{SHIFT}{SHIFT}{SHIFT}{SHIFT}I{SPACE}repeated{SPACE}the{SPACE}names{SPACE}of{SPACE}the{SPACE}tones{SPACE}{SHIFT}{(}h{SHIFT}{SHIFT}{SHIFT}{SHIFT}s{SPACE}{-}{SPACE}high{,}{SPACE}low{,}{SPACE}medium{SPACE}{-}{SPACE}and{SPACE}strung{SPACE}them{SPACE}together{SPACE}as{SPACE}{SHIFT}I{SPACE}completed{SPACE}the{SPACE}math{SPACE}exercises{.}{SPACE}{SHIFT}{SHIFT}{SHIFT}The{SPACE}names{SPACE}of{SPACE}the{SPACE}tones{SPACE}were{SPACE}easier{SPACE}to{SPACE}remember{SPACE}than{SPACE}singing{SPACE}them{SPACE}back{SPACE}in{SPACE}my{SPACE}head{,}{SPACE}for{SPACE}example{SHIFT}{.}{SPACE}{SHIFT}That{SPACE}was{SPACE}a{SPACE}strategy{SPACE}{SHIFT}I{SPACE}used{SPACE}first{,}{SPACE}but{SPACE}since{SPACE}the{SPACE}tones{SPACE}{SHIFT}don{'}t{SPACE}make{SPACE}tonal{SPACE}sense{,}{SPACE}and{SPACE}are{SPACE}so{SPACE}disjunct{SPACE}{SHIFT}{(}in{SPACE}space{SPACE}and{SPACE}time{SHIFT}{SHIFT}{)}{,}{SPACE}{SHIFT}I{SPACE}made{SPACE}less{SPACE}mistake"
1302,60,63,44,49,40,119,7,6,3,2,5,7,7,7,5,7,1,1,1,6,4,6,7,2,3,5,2,3,5,2,3,7,Voice,18,MALE,1,,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,3,7,7,7,7,7,7,7,6,6,7,7,7,7,13,10,8,7,7,18,male,right,No,Corrected to Normal,61,7,15,5,6,5,1,,,24,7,11,6,9,41,14,,,5,9,48,15,15,18,23,65,57,10,23,17,17,9,1,37,{ENTER}
1303,43,40,11,34,33,73,6,3,6,6,2,5,3,4,4,3,3,7,1,6,3,1,1,1,1,1,1,1,1,1,1,1,voice,20,FEMALE,1,,5,4,6,5,3,7,6,2,5,5,6,3,4,3,5,5,5,4,4,2,1,1,1,1,1,4,6,4,4,5,6,5,6,1,7,5,7,7,11,10,9,7,5,20,female,left,No,Normal,62,10,13,5,2,2,0,,,36,12,14,10,29,46,6,,,2,4,54,15,23,16,42,74,71,1,23,23,25,1,0,63,"{CAPSLOCK}I{CAPSLOCK}{SPACE}used{SPACE}three{SPACE}fingers{SPACE}after{SPACE}each{SPACE}math{SPACE}problem{SPACE}and{SPACE}if{SPACE}the{SPACE}tone{SPACE}was{SPACE}high{,}medium{,}or{SPACE}low{SPACE}i{SPACE}would{SPACE}place{SPACE}my{SPACE}fingers{SPACE}according{SPACE}to{SPACE}the{SPACE}tone{.}{SPACE}{CAPSLOCK}S{CAPSLOCK}o{SPACE}if{SPACE}my{SPACE}first{SPACE}tone{SPACE}is{SPACE}high{,}{SPACE}my{SPACE}first{SPACE}finger{SPACE}will{SPACE}be{SPACE}the{SPACE}place{SPACE}at{SPACE}the{SPACE}highest{SPACE}part{SPACE}on{SPACE}the{SPACE}table{,}{SPACE}then{SPACE}if{SPACE}my{SPACE}second{SPACE}tone{SPACE}is{SPACE}low{,}{SPACE}my{SPACE}second{SPACE}finger{SPACE}will{SPACE}be{SPACE}the{SPACE}lowest{SPACE}height{.}{SPACE}{CAPSLOCK}F{CAPSLOCK}or{SPACE}the{SPACE}repeat{SPACE}tones{,}{SPACE}i{SPACE}would{SPACE}tap{SPACE}my{SPACE}fingers{ENTER}"
1304,58,45,40,36,37,99,4,7,6,4,6,5,7,5,6,7,7,5,3,6,7,7,7,2,2,1,2,2,1,2,2,1,Piano,22,MALE,1,,7,5,7,7,5,6,7,7,7,5,5,4,6,6,6,5,3,5,7,1,7,6,5,7,7,7,5,5,3,6,5,5,7,5,6,6,6,7,12,9,9,9,6,22,male,right,No,Normal,63,11,15,5,2,2,0,,,34,11,13,10,17,46,9,,,1,8,69,22,22,25,62,71,63,7,20,23,20,6,1,44,{SHIFT}I{SPACE}used{SPACE}the{SPACE}fingers{SPACE}on{SPACE}my{SPACE}left{SPACE}hand{SPACE}as{SPACE}if{SPACE}i{SPACE}was{SPACE}playing{SPACE}three{SPACE}different{SPACE}notes{SPACE}on{SPACE}a{SPACE}piano{SPACE}to{SPACE}help{SPACE}remember{SPACE}the{SPACE}patterns{SPACE}and{SPACE}tones{.}{ENTER}
1305,47,58,44,38,42,108,7,7,7,7,4,1,7,7,7,7,7,7,1,7,3,6,6,2,4,2,2,4,2,2,4,2,organ,20,FEMALE,1,,7,2,4,7,4,7,6,7,3,7,7,5,6,6,6,7,7,7,7,7,7,6,7,7,3,6,7,7,5,3,7,3,7,7,7,7,7,7,15,6,7,6,7,20,female,right,Yes,Normal,64,7,15,4,5,5,0,,,29,6,12,11,19,42,11,,,2,9,40,20,11,9,24,70,60,6,19,22,19,4,2,50,{ENTER}
1306,41,63,39,44,35,106,7,5,5,5,4,5,4,4,5,6,4,7,2,7,9,7,8,2,5,1,2,5,1,2,5,1,ViolanViola,22,FEMALE,1,none,4,1,4,5,7,7,4,4,5,7,7,7,7,7,7,7,7,7,4,7,7,6,4,7,4,5,7,7,7,7,7,4,1,6,7,7,7,7,,,3,5,5,22,female,right,No,Corrected to Normal,65,6,15,3,9,8,1,,,26,4,9,13,15,36,33,,,4,29,40,14,18,8,16,45,44,2,11,16,17,2,0,18,i{SPACE}would{SPACE}repaet{SPACE}the{SPACE}sounds{SPACE}in{SPACE}my{SPACE}head{SPACE}as{SPACE}i{SPACE}would{SPACE}say{SPACE}them{SPACE}as{SPACE}a{SPACE}new{SPACE}one{SPACE}would{SPACE}come{SPACE}so{SPACE}i{SPACE}would{SPACE}always{SPACE}be{SPACE}repeating{SPACE}also{SPACE}counting{SPACE}them{SPACE}so{SPACE}i{SPACE}dont{SPACE}forget{SPACE}how{SPACE}many{SPACE}notes{SPACE}were{SPACE}played{ENTER}
1307,29,59,30,42,23,87,7,7,1,5,3,6,6,3,2,7,6,6,1,7,7,6,5,2,5,1,2,5,1,2,5,1,Voice ,20,MALE,1,,7,1,4,1,3,5,1,5,2,7,7,6,6,7,7,7,7,5,7,6,4,3,4,5,1,5,7,7,7,6,5,5,5,2,5,2,3,6,,,6,7,8,0,male,right,No,Normal,66,6,15,3,1,1,0,,,30,10,9,11,20,47,4,,,2,2,62,23,21,18,44,77,55,1,22,22,11,1,0,37,{SHIFT}After{SPACE}every{SPACE}problem{SPACE}{SHIFT}I{SPACE}repeated{SPACE}the{SPACE}sequence{SPACE}of{SPACE}the{SPACE}tone{SPACE}that{SPACE}was{SPACE}played{SPACE}and{SPACE}tried{SPACE}to{SPACE}repeat{SPACE}it{SPACE}before{SPACE}solving{SPACE}each{SPACE}problem{SPACE}so{SPACE}that{SPACE}{SHIFT}I{SPACE}can{SPACE}continue{SPACE}to{SPACE}remember{SPACE}the{SPACE}order{ENTER}
1308,47,58,38,34,38,97,7,5,4,2,5,4,4,4,6,5,7,5,6,7,1,2,2,2,5,1,2,5,2,2,5,1,Viola,20,FEMALE,1,,7,1,6,6,7,5,5,7,3,6,7,6,7,7,7,6,6,6,6,7,6,6,4,6,3,4,6,5,3,6,6,4,5,6,7,7,6,7,,,12,10,12,20,female,right,No,Normal,67,11,15,5,3,2,1,,,39,13,13,13,29,45,2,,,1,1,75,25,25,25,75,79,75,4,25,25,25,2,2,75,{SHIFT}I{SPACE}used{SPACE}three{SPACE}fingers{SPACE}of{SPACE}my{SPACE}left{SPACE}hand{SPACE}to{SPACE}represent{SPACE}each{SPACE}pitch{SPACE}and{SPACE}{SHIFT}I{SPACE}would{SPACE}tap{SPACE}out{SPACE}the{SPACE}sequence{SPACE}as{SPACE}well{SPACE}as{SPACE}saying{SPACE}it{SPACE}in{SPACE}my{SPACE}head{ENTER}
1309,53,55,39,37,42,107,7,5,2,3,5,5,5,5,6,4,5,7,2,7,7,7,6,2,5,1,2,5,1,2,5,1,Saxophone,20,MALE,1,,7,6,5,7,7,7,3,7,4,7,7,7,6,3,7,7,5,6,7,7,6,5,4,5,5,5,7,7,3,3,7,5,7,7,7,7,7,7,,,12,10,11,20,male,right,No,Corrected to Normal,68,11,15,4,1,1,0,,,38,13,11,14,35,47,4,,,0,4,75,25,25,25,75,77,72,0,22,25,25,0,0,70,"{SHIFT}I{SPACE}used{SPACE}my{SPACE}left{SPACE}pinky{,}{SPACE}middle{SPACE}finger{,}{SPACE}and{SPACE}thumb{SPACE}to{SPACE}designate{SPACE}the{SPACE}{SHIFT}{SHIFT}low{,}{SPACE}middle{,}{SPACE}and{SPACE}high{SPACE}tones{SPACE}respectively{.}{SPACE}{SHIFT}I{SPACE}then{SPACE}{SHIFT}would{SPACE}repeat{SPACE}the{SPACE}pattern{SPACE}one{SPACE}time{SPACE}before{SPACE}each{SPACE}math{SPACE}problem{.}{SPACE}{ENTER}"
1310,52,54,46,44,38,114,5,6,3,5,6,5,7,6,6,6,6,6,3,7,7,8,6,2,5,5,2,5,5,2,5,6,trumpet,19,FEMALE,1,,7,5,6,5,5,6,5,7,6,6,6,6,6,6,6,6,6,6,7,7,7,6,5,7,7,6,7,7,6,7,6,5,6,7,6,6,6,7,,,8,9,7,19,female,right,No,Corrected to Normal,69,5,12,5,1,1,0,,,33,10,14,9,24,47,4,,,1,3,67,25,22,20,51,76,53,7,18,17,18,6,1,37,"{SHIFT}I{SPACE}kept{SPACE}track{SPACE}of{SPACE}how{SPACE}many{SPACE}tones{SPACE}there{SPACE}were{SPACE}on{SPACE}my{SPACE}fingers{SPACE}as{SPACE}{SHIFT}I{SPACE}went{.}{SPACE}{SHIFT}I{SPACE}also{SPACE}repeated{SPACE}them{SPACE}as{SPACE}a{SPACE}sequence{SPACE}in{SPACE}my{SPACE}head{SPACE}while{SPACE}solving{SPACE}the{SPACE}math{SPACE}problems{SPACE}{SHIFT}{(}{SHIFT}{QUOTE}low{-}middle{-}high{,}{SPACE}repeated{SPACE}until{SPACE}it{SPACE}was{SPACE}time{SPACE}to{SPACE}input{SPACE}the{SPACE}answer{SHIFT}{)}{.}{ENTER}"
1311,44,61,36,37,34,96,7,4,5,6,7,4,4,7,7,6,5,6,1,7,3,6,6,2,5,1,2,5,1,2,6,1,voice and piano,22,female,0,adderall lexapro wellbutrin,7,3,6,5,4,7,5,3,4,7,6,7,7,7,7,7,7,6,7,6,5,3,6,7,2,1,7,7,7,7,5,3,5,6,7,3,6,7,,,8,8,9,22,female,right,No,Corrected to Normal,70,9,13,5,3,1,2,,,31,11,11,9,23,39,4,,,0,4,65,22,21,22,49,77,49,4,16,13,20,3,1,38,{SHIFT}whenever{SPACE}each{SPACE}tone{SPACE}was{SPACE}played{SPACE}{SHIFT}I{SPACE}would{SPACE}mouth{SPACE}the{SPACE}word{SPACE}of{SPACE}the{SPACE}pitch{SPACE}{SHIFT}{QUOTE}{SHIFT}{QUOTE}high{.}{.}{SPACE}low{.}{.}{SPACE}medium{.}{.}{SPACE}etc{.}{SPACE}and{SPACE}each{SPACE}time{SPACE}a{SPACE}new{SPACE}pitch{SPACE}was{SPACE}played{SPACE}{SHIFT}I{SPACE}was{SPACE}repeat{SPACE}the{SPACE}pitch{SPACE}from{SPACE}the{SPACE}beginning{SPACE}and{SPACE}add{SPACE}the{SPACE}new{SPACE}one{SPACE}to{SPACE}it{.}{SPACE}{SHIFT}Like{SPACE}{SHIFT}I{SPACE}was{SPACE}listing{SPACE}something{.}{SPACE}{SHIFT}It{SPACE}also{SPACE}helped{SPACE}me{SPACE}to{SPACE}keep{SPACE}track{SPACE}on{SPACE}my{SPACE}hand{SPACE}how{SPACE}many{SPACE}tones{SPACE}were{SPACE}played{.}{ENTER}
1312,58,59,32,42,42,105,7,6,7,6,6,5,5,4,7,5,6,6,5,3,4,6,6,2,5,4,2,5,4,3,4,5,Voice,19,FEMALE,1,,7,5,7,7,7,7,6,7,5,6,7,6,7,7,7,7,6,6,1,7,6,4,6,6,2,6,7,7,7,7,5,3,7,7,7,7,7,7,,,9,7,8,19,female,right,No,Corrected to Normal,71,5,10,5,1,1,0,,,38,14,10,14,37,47,3,,,1,2,70,20,25,25,62,78,53,8,13,18,22,5,3,32,"{SHIFT}I{SPACE}just{SPACE}memorized{SPACE}the{SPACE}order{SPACE}using{SPACE}the{SPACE}first{SPACE}letters{SPACE}{SHIFT}H{,}{SHIFT}{SHIFT}M{,}{SHIFT}L{,}{SPACE}etc{.}{SPACE}{SHIFT}I{SPACE}also{SPACE}would{SPACE}think{SPACE}of{SPACE}m{SPACE}n{SPACE}m{SPACE}candies{SPACE}if{SPACE}{SHIFT}I{SPACE}heard{SPACE}m{SPACE}before{SPACE}h{,}{SPACE}or{SPACE}think{SPACE}of{SPACE}the{SPACE}store{SPACE}h{SPACE}and{SPACE}m{SPACE}if{SPACE}{SHIFT}I{SPACE}heard{SPACE}h{SPACE}before{SPACE}m{.}{SPACE}{ENTER}"
